Rk,Player,School,Conf,G,Passing_Cmp,Passing_Att,Passing_Pct,Passing_Yds,Passing_Y/A,Passing_AY/A,Passing_TD,Passing_Int,Passing_Rate,Rushing_Att,Rushing_Yds,Rushing_Avg,Rushing_TD,Power5,Year
1,Colt Brennan,Hawaii,WAC,14,406,559,72.6,5549,9.9,11.0,58,12,186.0,86,366,4.3,5,0,2006
2,Brian Brohm,Louisville,Big East,11,199,313,63.6,3049,9.7,10.0,16,5,159.1,47,45,1.0,0,0,2006
3,John Beck,Brigham Young,MWC,12,289,417,69.3,3885,9.3,10.0,32,8,169.1,50,-8,-0.2,6,0,2006
4,JaMarcus Russell,LSU,SEC,13,232,342,67.8,3129,9.1,9.7,28,8,167.0,52,142,2.7,1,1,2006
5,Jared Zabransky,Boise State,WAC,13,191,288,66.3,2587,9.0,9.3,23,8,162.6,98,197,2.0,6,0,2006
6,Tyler Palko,Pitt,Big East,12,220,322,68.3,2871,8.9,9.2,25,9,163.2,66,77,1.2,2,0,2006
7,Kevin Kolb,Houston,CUSA,14,292,432,67.6,3809,8.8,9.8,30,4,162.7,111,154,1.4,4,0,2006
8,Erik Ainge,Tennessee,SEC,12,233,348,67.0,2989,8.6,8.5,19,9,151.9,26,-102,-3.9,1,1,2006
9,Bobby Reid,Oklahoma State,Big 12,13,148,267,55.4,2266,8.5,8.4,24,11,148.1,119,500,4.2,5,1,2006
10,Jordan Palmer,UTEP,CUSA,12,282,429,65.7,3595,8.4,8.1,26,14,149.6,47,-86,-1.8,1,0,2006
11,Andre Woodson,Kentucky,SEC,13,264,419,63.0,3515,8.4,9.1,31,7,154.5,70,-137,-2.0,1,1,2006
12,Adam Tafralis,San Jose State,WAC,13,181,276,65.6,2284,8.3,8.7,21,7,155.1,90,224,2.5,2,0,2006
13,Chase Holbrook,New Mexico State,WAC,12,396,566,70.0,4619,8.2,8.6,34,9,155.2,80,-78,-1.0,4,0,2006
14,Zac Taylor,Nebraska,Big 12,14,233,391,59.6,3197,8.2,8.6,26,8,146.1,60,-32,-0.5,1,1,2006
15,Troy Smith,Ohio State,Big Ten,13,203,311,65.3,2542,8.2,9.2,30,6,161.9,72,204,2.8,1,1,2006
16,John Stocco,Wisconsin,Big Ten,11,158,268,59.0,2185,8.2,8.4,17,6,143.9,48,-79,-1.6,1,1,2006
17,Chris Leak,Florida,SEC,14,232,365,63.6,2942,8.1,7.7,23,13,144.9,77,30,0.4,3,1,2006
18,Matt Grothe,South Florida,Big East,13,202,317,63.7,2576,8.1,7.1,15,14,138.8,178,622,3.5,9,0,2006
19,Colt McCoy,Texas,Big 12,13,217,318,68.2,2570,8.1,8.9,29,7,161.8,68,170,2.5,2,1,2006
20,Brandon Cox,Auburn,SEC,13,163,271,60.1,2198,8.1,7.6,14,9,138.7,51,-177,-3.5,1,1,2006
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2006
21,Nate Davis,Ball State,MAC,12,150,245,61.2,1975,8.1,8.1,18,8,146.7,29,-48,-1.7,0,0,2006
22,Matt Moore,Oregon State,Pac-10,14,229,378,60.6,3022,8.0,8.1,18,7,139.7,77,-11,-0.1,5,1,2006
23,Nate Longshore,California,Pac-10,13,227,377,60.2,3021,8.0,7.7,24,13,141.6,28,-47,-1.7,3,1,2006
24,Bryan Cupito,Minnesota,Big Ten,13,214,359,59.6,2819,7.9,7.9,22,9,140.8,37,-69,-1.9,0,1,2006
25,Paul Thompson,Oklahoma,Big 12,14,204,336,60.7,2667,7.9,7.8,22,11,142.4,71,151,2.1,3,1,2006
26,Riley Skinner,Wake Forest,ACC,14,171,260,65.8,2051,7.9,7.7,9,5,139.6,52,-71,-1.4,0,1,2006
27,Chase Daniel,Missouri,Big 12,13,287,452,63.5,3527,7.8,8.0,28,10,145.1,147,379,2.6,4,1,2006
28,Dan Lefevour,Central Michigan,MAC,14,247,388,63.7,3031,7.8,8.0,26,10,146.2,132,521,3.9,7,0,2006
29,Paul Smith,Tulsa,CUSA,13,233,350,66.6,2727,7.8,7.5,15,9,141.0,101,288,2.9,8,0,2006
30,Jeff Ballard,TCU,MWC,13,190,307,61.9,2394,7.8,7.9,13,5,138.1,110,423,3.8,8,0,2006
31,John David Booty,USC,Pac-10,13,269,436,61.7,3347,7.7,8.1,29,9,144.0,33,-53,-1.6,1,1,2006
32,Will Proctor,Clemson,ACC,13,183,304,60.2,2353,7.7,7.2,16,11,135.3,61,85,1.4,1,1,2006
33,Julian Edelman,Kent State,MAC,11,134,242,55.4,1859,7.7,6.5,10,11,124.4,169,658,3.9,7,0,2006
34,Rudy Carpenter,Arizona State,Pac-10,13,184,332,55.4,2523,7.6,7.1,23,14,133.7,84,69,0.8,0,1,2006
35,Chad Henne,Michigan,Big Ten,13,203,328,61.9,2508,7.6,7.9,22,8,143.4,47,-83,-1.8,0,1,2006
36,Justin Willis,SMU,CUSA,11,182,270,67.4,2047,7.6,8.5,26,6,158.4,132,354,2.7,3,0,2006
37,Curtis Painter,Purdue,Big Ten,14,315,530,59.4,3985,7.5,6.7,22,19,129.1,76,107,1.4,6,1,2006
38,Drew Tate,Iowa,Big Ten,11,207,352,58.8,2623,7.5,6.8,18,13,130.9,49,124,2.5,0,1,2006
39,Graham Harrell,Texas Tech,Big 12,13,412,617,66.8,4555,7.4,7.8,38,11,145.5,32,-66,-2.1,2,1,2006
40,Brady Quinn,Notre Dame,Ind,13,289,467,61.9,3426,7.3,8.2,37,7,146.7,82,71,0.9,2,0,2006
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2006
41,Alex Brink,Washington State,Pac-10,12,241,396,60.9,2899,7.3,7.1,19,10,133.1,78,8,0.1,2,1,2006
42,Stephen McGee,Texas A&M,Big 12,13,194,313,62.0,2295,7.3,7.8,12,2,134.9,146,666,4.6,4,1,2006
43,Sean Glennon,Virginia Tech,ACC,13,170,302,56.3,2191,7.3,6.3,11,11,122.0,63,-81,-1.3,1,1,2006
44,Dustin Grutza,Cincinnati,Big East,12,137,225,60.9,1632,7.3,5.5,9,13,123.5,85,246,2.9,0,0,2006
45,Brett Ratliff,Utah,MWC,13,228,391,58.3,2796,7.2,7.3,23,9,133.2,98,260,2.7,1,0,2006
46,Sam Hollenbach,Maryland,ACC,13,203,328,61.9,2371,7.2,6.6,15,11,131.0,51,10,0.2,2,1,2006
47,Mike Teel,Rutgers,Big East,13,164,296,55.4,2135,7.2,6.0,12,13,120.6,13,-50,-3.8,0,0,2006
48,Phil Horvath,Northern Illinois,MAC,11,157,269,58.4,1932,7.2,6.5,11,9,125.5,31,-109,-3.5,0,0,2006
49,Jeff Rowe,Nevada,WAC,12,172,266,64.7,1907,7.2,7.1,17,8,140.0,93,208,2.2,4,0,2006
50,Kinsmon Lancaster,Louisiana-Monroe,Sun Belt,12,142,250,56.8,1789,7.2,5.2,7,14,115.0,111,333,3.0,5,0,2006
51,Bernard Morris,Marshall,CUSA,11,116,188,61.7,1346,7.2,5.1,8,12,123.1,82,324,4.0,2,0,2006
52,John Parker Wilson,Alabama,SEC,13,216,379,57.0,2707,7.1,6.9,17,10,126.5,82,83,1.0,0,1,2006
53,Caleb Hanie,Colorado State,MWC,12,209,342,61.1,2427,7.1,6.2,11,12,124.3,108,55,0.5,4,0,2006
54,Chris Nickson,Vanderbilt,SEC,12,160,292,54.8,2085,7.1,6.2,15,13,122.8,146,694,4.8,9,1,2006
55,Lester Ricard,Tulane,CUSA,12,229,400,57.3,2795,7.0,6.8,18,10,125.8,60,-112,-1.9,0,0,2006
56,James Pinkney,East Carolina,CUSA,13,232,397,58.4,2783,7.0,6.5,12,10,122.3,105,216,2.1,4,0,2006
57,Luke Getsy,Akron,MAC,12,199,380,52.4,2662,7.0,6.7,18,11,121.1,58,-142,-2.4,0,0,2006
58,Matt Ryan,Boston College,ACC,12,263,427,61.6,2942,6.9,6.5,15,10,126.4,51,-35,-0.7,4,1,2006
59,Adam Dimichele,Temple,Ind,11,135,220,61.4,1518,6.9,5.4,10,12,123.4,73,-184,-2.5,0,0,2006
60,Martin Hankins,Memphis,CUSA,12,226,377,59.9,2550,6.8,6.2,18,13,125.6,33,-12,-0.4,0,0,2006
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2006
61,Bret Meyer,Iowa State,Big 12,12,211,374,56.4,2546,6.8,6.0,12,12,117.8,137,177,1.3,6,1,2006
62,Zac Champion,Louisiana Tech,WAC,13,190,364,52.2,2466,6.8,5.3,14,18,111.9,68,88,1.3,1,0,2006
63,Mike Kokal,Miami (OH),MAC,11,208,355,58.6,2419,6.8,6.6,14,8,124.3,136,277,2.0,3,0,2006
64,Steven Wichman,Idaho,WAC,12,155,319,48.6,2158,6.8,5.3,8,14,104.9,52,33,0.6,1,0,2006
65,Drew Weatherford,Florida State,ACC,12,177,318,55.7,2154,6.8,6.0,12,11,118.1,57,-14,-0.2,1,1,2006
66,Clint Marks,Middle Tennessee State,Sun Belt,13,171,283,60.4,1917,6.8,5.9,8,9,120.3,52,-46,-0.9,1,0,2006
67,Matthew Stafford,Georgia,SEC,13,135,256,52.7,1749,6.8,5.1,7,13,109.0,47,191,4.1,3,1,2006
68,Shawn Bell,Baylor,Big 12,9,241,383,62.9,2582,6.7,6.6,19,10,130.7,27,-137,-5.1,0,1,2006
69,Dennis Dixon,Oregon,Pac-10,12,197,322,61.2,2143,6.7,5.4,12,14,120.7,94,442,4.7,2,1,2006
70,Drew Stanton,Michigan State,Big Ten,11,164,269,61.0,1807,6.7,5.9,12,10,124.7,110,445,4.0,5,1,2006
71,Joe Dailey,North Carolina,ACC,10,112,195,57.4,1316,6.7,5.2,7,10,115.7,50,61,1.2,1,1,2006
72,Josh Freeman,Kansas State,Big 12,11,140,270,51.9,1780,6.6,4.5,6,15,103.5,54,-21,-0.4,2,1,2006
73,Rusty Smith,Florida Atlantic,Sun Belt,12,108,194,55.7,1285,6.6,5.4,6,8,113.3,25,-110,-4.4,0,0,2006
74,Patrick Cowan,UCLA,Pac-10,12,145,276,52.5,1782,6.5,5.8,11,9,113.4,54,108,2.0,2,1,2006
75,Kellen Lewis,Indiana,Big Ten,11,190,346,54.9,2221,6.4,6.3,14,7,118.1,124,441,3.6,5,1,2006
76,Chase Clement,Rice,CUSA,9,153,265,57.7,1707,6.4,7.2,21,5,134.2,107,481,4.5,4,0,2006
77,Steven Moffett,UCF,CUSA,10,119,215,55.3,1385,6.4,6.1,8,5,117.1,31,-7,-0.2,0,0,2006
78,Anthony Morelli,Penn State,Big Ten,13,208,386,53.9,2424,6.3,5.9,11,8,111.9,39,-88,-2.3,0,1,2006
79,Thaddeus Lewis,Duke,ACC,12,180,340,52.9,2134,6.3,4.8,11,16,106.9,99,-74,-0.7,1,1,2006
80,Jeremy Young,Southern Mississippi,CUSA,14,161,281,57.3,1769,6.3,6.2,12,6,120.0,81,224,2.8,4,0,2006
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2006
81,Anthony Turner,Bowling Green State,MAC,10,144,252,57.1,1596,6.3,6.3,11,5,120.8,141,480,3.4,5,0,2006
82,Willie Tuitama,Arizona,Pac-10,10,118,211,55.9,1335,6.3,5.7,7,6,114.3,35,-166,-4.7,0,1,2006
83,Perry Patterson,Syracuse,Big East,12,158,300,52.7,1865,6.2,6.4,12,4,115.4,82,-174,-2.1,1,0,2006
84,Karsten Sween,Wyoming,MWC,9,128,212,60.4,1304,6.2,5.3,9,8,118.5,55,-88,-1.6,2,0,2006
85,Omar Haugabook,Troy,Sun Belt,13,241,393,61.3,2401,6.1,5.2,21,17,121.6,140,313,2.2,5,0,2006
86,Rocky Hinds,UNLV,MWC,12,194,359,54.0,2148,6.0,4.8,8,13,104.4,49,-49,-1.0,1,0,2006
87,Daniel Evans,North Carolina State,ACC,12,163,307,53.1,1843,6.0,4.8,6,11,102.8,37,-13,-0.4,0,1,2006
88,Reggie Ball,Georgia Tech,ACC,13,135,304,44.4,1820,6.0,5.2,20,14,107.2,122,354,2.9,2,1,2006
89,Corey Leonard,Arkansas State,Sun Belt,12,109,222,49.1,1321,6.0,5.0,8,8,103.8,116,331,2.9,2,0,2006
90,Ryan Cubit,Western Michigan,MAC,11,224,365,61.4,2138,5.9,5.1,16,13,117.9,34,-60,-1.8,0,0,2006
91,Jerry Babb,Louisiana,Sun Belt,12,140,262,53.4,1535,5.9,4.1,9,14,103.3,104,359,3.5,6,0,2006
92,Brent Schaeffer,Ole Miss,SEC,12,115,244,47.1,1442,5.9,4.8,9,10,100.7,94,100,1.1,1,1,2006
93,Bernard Jackson,Colorado,Big 12,12,108,219,49.3,1298,5.9,5.1,7,7,103.3,155,677,4.4,7,1,2006
94,Juice Williams,Illinois,Big Ten,12,103,261,39.5,1489,5.7,4.8,9,9,91.9,154,576,3.7,2,1,2006
95,Tom Brandstater,Fresno State,WAC,11,146,268,54.5,1490,5.6,4.2,13,14,106.7,32,86,2.7,1,0,2006
96,Andy Schmitt,Eastern Michigan,MAC,9,131,213,61.5,1182,5.5,4.5,2,6,105.6,107,461,4.3,4,0,2006
97,Austen Everson,Ohio,MAC,13,137,253,54.2,1356,5.4,4.5,7,8,102.0,104,357,3.4,2,0,2006
98,Jameel Sewell,Virginia,ACC,11,143,247,57.9,1342,5.4,4.7,5,6,105.4,95,200,2.1,4,1,2006
99,Josh Padrick,Florida International,Sun Belt,12,213,388,54.9,2014,5.2,3.8,5,14,95.5,57,-146,-2.6,0,0,2006
100,David Pevoto,Army,Ind,10,106,193,54.9,1012,5.2,2.6,6,14,94.7,36,14,0.4,1,0,2006
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2006
101,Aaron Opelt,Toledo,MAC,9,102,188,54.3,875,4.7,4.1,6,5,98.6,80,261,3.3,4,0,2006
1,Tim Tebow,Florida,SEC,13,234,350,66.9,3286,9.4,10.4,32,6,172.5,210,895,4.3,23,1,2007
2,Paul Smith,Tulsa,CUSA,14,327,544,60.1,5065,9.3,9.5,47,19,159.8,105,119,1.1,13,0,2007
3,Sam Bradford,Oklahoma,Big 12,14,237,341,69.5,3121,9.2,10.2,36,8,176.5,31,7,0.2,0,1,2007
4,Mike Teel,Rutgers,Big East,13,203,349,58.2,3147,9.0,8.5,20,13,145.4,10,-49,-4.9,0,0,2007
5,Colin Kaepernick,Nevada,WAC,11,133,247,53.8,2175,8.8,9.8,19,3,150.8,105,593,5.6,6,0,2007
6,Colt Brennan,Hawaii,WAC,12,359,510,70.4,4343,8.5,8.5,38,17,159.8,82,27,0.3,8,0,2007
7,Brian Brohm,Louisville,Big East,12,308,473,65.1,4024,8.5,8.6,30,12,152.4,57,-46,-0.8,3,0,2007
8,Zac Robinson,Oklahoma State,Big 12,13,201,333,60.4,2824,8.5,8.6,23,9,149.0,140,847,6.1,9,1,2007
9,Caleb Hanie,Colorado State,MWC,12,188,293,64.2,2455,8.4,7.3,18,15,144.6,92,6,0.1,2,0,2007
10,Dennis Dixon,Oregon,Pac-10,10,172,254,67.7,2136,8.4,9.3,20,4,161.2,105,583,5.6,9,1,2007
11,Case Keenum,Houston,CUSA,13,187,273,68.5,2259,8.3,7.7,14,10,147.6,103,412,4.0,9,0,2007
12,Ben Mauk,Cincinnati,Big East,12,235,386,60.9,3121,8.1,8.6,31,9,150.6,100,377,3.8,3,0,2007
13,Chris Turner,Maryland,ACC,11,153,241,63.5,1958,8.1,7.4,7,7,135.5,44,-26,-0.6,0,1,2007
14,Graham Harrell,Texas Tech,Big 12,13,512,713,71.8,5705,8.0,8.5,48,14,157.3,38,-91,-2.4,4,1,2007
15,Rudy Carpenter,Arizona State,Pac-10,13,246,398,61.8,3202,8.0,8.2,25,10,145.1,93,-205,-2.2,0,1,2007
16,Todd Boeckman,Ohio State,Big Ten,13,191,299,63.9,2379,8.0,7.5,25,14,148.9,56,63,1.1,0,1,2007
17,Pat White,West Virginia,Big East,13,144,216,66.7,1724,8.0,8.4,14,4,151.4,197,1335,6.8,14,0,2007
18,Taylor Tharp,Boise State,WAC,13,289,423,68.3,3340,7.9,8.1,30,11,152.9,62,68,1.1,1,0,2007
19,Bernard Morris,Marshall,CUSA,12,253,398,63.6,3149,7.9,7.6,17,10,139.1,130,488,3.8,4,0,2007
20,Tom Brandstater,Fresno State,WAC,13,211,337,62.6,2654,7.9,8.1,15,5,140.5,48,118,2.5,3,0,2007
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2007
21,Max Hall,Brigham Young,MWC,13,298,496,60.1,3848,7.8,7.7,26,12,137.7,52,14,0.3,1,0,2007
22,Todd Reesing,Kansas,Big 12,13,276,446,61.9,3486,7.8,8.6,33,7,148.8,92,197,2.1,3,1,2007
23,Colt McCoy,Texas,Big 12,13,276,424,65.1,3303,7.8,6.9,22,18,139.2,114,492,4.3,4,1,2007
24,Tyler Donovan,Wisconsin,Big Ten,13,193,333,58.0,2607,7.8,7.4,17,11,134.0,112,277,2.5,5,1,2007
25,Rusty Smith,Florida Atlantic,Sun Belt,13,281,479,58.7,3688,7.7,8.2,32,9,141.6,39,-116,-3.0,2,0,2007
26,Nate Davis,Ball State,MAC,13,270,478,56.5,3667,7.7,8.4,30,6,139.1,78,235,3.0,5,0,2007
27,Chase Daniel,Missouri,Big 12,14,384,563,68.2,4306,7.6,7.9,33,11,147.9,109,253,2.3,4,1,2007
28,Alex Brink,Washington State,Pac-10,12,305,503,60.6,3818,7.6,7.3,26,15,135.5,63,34,0.5,0,1,2007
29,Trevor Vittatoe,UTEP,CUSA,12,224,407,55.0,3101,7.6,8.1,25,7,135.9,42,-132,-3.1,0,0,2007
30,Adam Tafralis,San Jose State,WAC,12,251,400,62.8,3022,7.6,7.2,18,11,135.6,76,181,2.4,2,0,2007
31,Sean Glennon,Virginia Tech,ACC,13,143,235,60.9,1796,7.6,7.7,12,5,137.6,66,-43,-0.7,1,1,2007
32,Brad Bower,Ohio,MAC,11,127,232,54.7,1766,7.6,6.6,11,10,125.7,67,-7,-0.1,1,0,2007
33,Martin Hankins,Memphis,CUSA,11,261,428,61.0,3220,7.5,7.4,25,12,137.8,35,-1,0.0,0,0,2007
34,Sam Keller,Nebraska,Big 12,9,205,325,63.1,2422,7.5,6.9,14,10,133.7,25,-78,-3.1,0,1,2007
35,Andrew Robinson,Syracuse,Big East,11,154,292,52.7,2192,7.5,7.3,13,7,125.7,95,-39,-0.4,0,0,2007
36,Shaun Carney,Air Force,MWC,13,125,201,62.2,1491,7.4,7.2,9,5,134.3,135,637,4.7,6,0,2007
37,T.J. Yates,North Carolina,ACC,12,218,365,59.7,2655,7.3,5.8,14,18,123.6,73,-123,-1.7,2,1,2007
38,Matthew Stafford,Georgia,SEC,13,194,348,55.7,2523,7.3,7.0,19,10,128.9,39,-18,-0.5,2,1,2007
39,Kyle Israel,UCF,CUSA,14,174,298,58.4,2173,7.3,6.6,15,11,128.9,90,178,2.0,5,0,2007
40,Andre Woodson,Kentucky,SEC,13,327,518,63.1,3709,7.2,7.7,40,11,144.5,69,-193,-2.8,3,1,2007
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2007
41,Tim Hiller,Western Michigan,MAC,12,267,421,63.4,3021,7.2,6.5,20,15,132.2,50,-69,-1.4,2,0,2007
42,Donovan Porterie,New Mexico,MWC,13,244,418,58.4,3006,7.2,6.9,15,9,126.3,58,-34,-0.6,0,0,2007
43,Brian Hoyer,Michigan State,Big Ten,13,223,376,59.3,2725,7.2,7.0,20,11,131.9,47,-105,-2.2,1,1,2007
44,Kyle Wright,Miami (FL),ACC,10,141,241,58.5,1747,7.2,5.6,12,14,124.2,87,66,0.8,3,1,2007
45,Chase Holbrook,New Mexico State,WAC,12,381,543,70.2,3866,7.1,6.6,26,18,139.1,55,5,0.1,2,0,2007
46,Justin Willis,SMU,CUSA,12,242,414,58.5,2944,7.1,6.4,25,18,129.4,180,699,3.9,3,0,2007
47,Aaron Opelt,Toledo,MAC,9,144,249,57.8,1756,7.1,6.8,12,7,127.4,46,156,3.4,4,0,2007
48,Willie Tuitama,Arizona,Pac-10,12,327,524,62.4,3683,7.0,7.1,28,12,134.5,54,-163,-3.0,3,1,2007
49,C.J. Bacher,Northwestern,Big Ten,12,318,521,61.0,3656,7.0,6.1,19,19,124.7,86,31,0.4,4,1,2007
50,Kevin O'Connell,San Diego State,MWC,12,257,439,58.5,3063,7.0,6.8,15,8,124.8,135,408,3.0,11,0,2007
51,Chad Henne,Michigan,Big Ten,10,162,278,58.3,1938,7.0,6.7,17,9,130.5,24,-120,-5.0,0,1,2007
52,Matt Ryan,Boston College,ACC,14,388,654,59.3,4507,6.9,6.5,31,19,127.0,68,2,0.0,2,1,2007
53,Tyler Sheehan,Bowling Green State,MAC,13,303,476,63.7,3264,6.9,6.8,23,11,132.6,93,148,1.6,3,0,2007
54,Kellen Lewis,Indiana,Big Ten,13,265,442,60.0,3043,6.9,7.1,28,10,134.2,147,736,5.0,9,1,2007
55,Cullen Harper,Clemson,ACC,13,282,433,65.1,2991,6.9,7.5,27,6,141.0,71,-89,-1.3,3,1,2007
56,John David Booty,USC,Pac-10,10,215,340,63.2,2361,6.9,7.0,23,10,138.0,23,-106,-4.6,1,1,2007
57,Curtis Painter,Purdue,Big Ten,13,356,569,62.6,3846,6.8,6.9,29,11,132.3,53,-20,-0.4,3,1,2007
58,Erik Ainge,Tennessee,SEC,14,325,519,62.6,3522,6.8,7.1,31,10,135.5,16,-32,-2.0,0,1,2007
59,Matt Grothe,South Florida,Big East,13,232,392,59.2,2670,6.8,5.9,14,14,121.0,198,872,4.4,10,0,2007
60,Drew Willy,Buffalo,MAC,12,258,377,68.4,2572,6.8,6.9,15,6,135.7,60,-44,-0.7,2,0,2007
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2007
61,Thaddeus Lewis,Duke,ACC,12,199,360,55.3,2430,6.8,6.7,21,10,125.7,96,-148,-1.5,2,1,2007
62,Tyler Lorenzen,Connecticut,Big East,13,197,347,56.8,2367,6.8,6.8,13,6,123.0,133,328,2.5,1,0,2007
63,Riley Skinner,Wake Forest,ACC,11,236,326,72.4,2204,6.8,5.7,12,13,133.4,61,32,0.5,1,1,2007
64,Brian Johnson,Utah,MWC,11,181,272,66.5,1847,6.8,5.9,11,10,129.6,85,150,1.8,2,0,2007
65,Leon Jackson III,Utah State,WAC,12,151,231,65.4,1576,6.8,6.8,9,4,132.1,142,338,2.4,6,0,2007
66,Anthony Scelfo,Tulane,CUSA,12,111,205,54.1,1396,6.8,5.9,6,7,114.2,57,171,3.0,1,0,2007
67,Patrick Pinkney,East Carolina,CUSA,13,121,200,60.5,1358,6.8,7.0,11,4,131.7,79,306,3.9,1,0,2007
68,Dan Lefevour,Central Michigan,MAC,14,355,543,65.4,3652,6.7,6.6,27,13,133.5,188,1122,6.0,19,0,2007
69,Josh Freeman,Kansas State,Big 12,12,316,499,63.3,3353,6.7,6.4,18,11,127.3,53,-40,-0.8,4,1,2007
70,Nate Longshore,California,Pac-10,12,230,384,59.9,2580,6.7,6.0,16,13,123.3,19,-44,-2.3,1,1,2007
71,Matt Flynn,LSU,SEC,12,202,359,56.3,2407,6.7,6.5,21,11,125.8,100,215,2.2,4,1,2007
72,Seth Adams,Ole Miss,SEC,11,163,297,54.9,1979,6.7,5.0,12,16,113.4,47,-27,-0.6,1,1,2007
73,Chase Clement,Rice,CUSA,12,300,508,59.1,3377,6.6,6.4,29,16,127.4,144,535,3.7,8,0,2007
74,Anthony Morelli,Penn State,Big Ten,13,234,402,58.2,2651,6.6,6.4,19,10,124.2,48,-13,-0.3,0,1,2007
75,Andy Dalton,TCU,MWC,13,222,371,59.8,2459,6.6,5.8,10,11,118.5,98,232,2.4,5,0,2007
76,Brandon Cox,Auburn,SEC,13,188,316,59.5,2080,6.6,5.3,9,13,116.0,47,-96,-2.0,2,1,2007
77,Dan Nicholson,Northern Illinois,MAC,9,151,248,60.9,1633,6.6,4.8,9,14,116.9,21,-66,-3.1,0,0,2007
78,Cody Hawkins,Colorado,Big 12,13,263,463,56.8,3015,6.5,5.8,22,17,119.8,41,-19,-0.5,3,1,2007
79,Taylor Bennett,Georgia Tech,ACC,13,162,327,49.5,2136,6.5,5.7,7,9,106.0,44,-13,-0.3,4,1,2007
80,Juice Williams,Illinois,Big Ten,13,153,267,57.3,1743,6.5,5.5,13,12,119.2,165,755,4.6,7,1,2007
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2007
81,Casey Dick,Arkansas,SEC,13,150,262,57.3,1695,6.5,6.1,18,10,126.6,11,-77,-7.0,0,1,2007
82,Jeremy Young,Southern Mississippi,CUSA,10,120,224,53.6,1464,6.5,5.9,11,8,117.5,81,349,4.3,4,0,2007
83,Adam Weber,Minnesota,Big Ten,12,258,449,57.5,2895,6.4,5.6,24,19,120.8,146,617,4.2,5,1,2007
84,Daniel Raudabaugh,Miami (OH),MAC,11,209,382,54.7,2431,6.4,5.6,12,12,112.3,38,27,0.7,0,0,2007
85,Corey Leonard,Arkansas State,Sun Belt,11,182,349,52.1,2235,6.4,5.4,16,15,112.5,171,547,3.2,5,0,2007
86,Drew Weatherford,Florida State,ACC,11,181,318,56.9,2049,6.4,6.6,9,3,118.5,62,112,1.8,3,1,2007
87,Omar Haugabook,Troy,Sun Belt,12,291,475,61.3,2975,6.3,5.6,18,15,120.1,156,616,3.9,11,0,2007
88,Stephen McGee,Texas A&M,Big 12,13,211,364,58.0,2311,6.3,6.0,12,8,117.8,181,899,5.0,5,1,2007
89,Jake Locker,Washington,Pac-10,12,155,328,47.3,2062,6.3,5.1,14,15,105.0,172,986,5.7,13,1,2007
90,Travis Dixon,UNLV,MWC,12,159,299,53.2,1873,6.3,5.6,8,8,109.3,132,324,2.5,2,0,2007
91,Kinsmon Lancaster,Louisiana-Monroe,Sun Belt,12,174,294,59.2,1866,6.3,5.7,13,10,120.3,107,398,3.7,1,0,2007
92,Andy Schmitt,Eastern Michigan,MAC,11,164,255,64.3,1613,6.3,6.4,14,6,130.9,67,279,4.2,6,0,2007
93,John Parker Wilson,Alabama,SEC,13,255,462,55.2,2846,6.2,5.8,18,12,114.6,81,104,1.3,5,1,2007
94,Blake Szymanski,Baylor,Big 12,11,264,461,57.3,2844,6.2,5.4,22,18,117.0,61,98,1.6,1,1,2007
95,Giovanni Vizza,North Texas,Sun Belt,10,223,383,58.2,2388,6.2,4.8,17,20,114.8,133,299,2.2,2,0,2007
96,Carson Williams,Army,Ind,12,151,287,52.6,1770,6.2,5.1,11,12,108.7,37,-123,-3.3,0,0,2007
97,Jake Christensen,Iowa,Big Ten,12,198,370,53.5,2269,6.1,6.3,17,6,116.9,99,0,0.0,1,1,2007
98,Jameel Sewell,Virginia,ACC,13,214,364,58.8,2176,6.0,5.5,12,9,114.9,126,279,2.2,4,1,2007
99,Daniel Evans,North Carolina State,ACC,12,194,339,57.2,2030,6.0,5.0,12,13,111.5,35,-119,-3.4,1,1,2007
100,Nathan Enderle,Idaho,WAC,10,132,298,44.3,1787,6.0,3.9,10,18,93.7,52,-75,-1.4,1,0,2007
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2007
